Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1024,,paid,2021-10-05 12:45:32 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 12:45:31 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168132718819.1,0.00,kwiqreply,4320728744163,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168132718819.1,,,c29168132718819.1
#1025,,refunded,2021-10-05 12:47:02 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 12:47:01 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",2021-10-05 16:15:06 +0530,(for testing) Bogus Gateway,c29168132915427.1,590.00,kwiqreply,4320728776931,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168132915427.1,,,c29168132915427.1 + c29168132915427.2
#1026,,paid,2021-10-05 12:53:48 +0530,fulfilled,2021-10-05 16:10:45 +0530,yes,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 12:53:47 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,fulfilled,fdfdfd Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,fdfdfd Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168133898467.1,0.00,kwiqreply,4320729071843,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+917744994714,,,Maharashtra,Maharashtra,c29168133898467.1,,,c29168133898467.1
#1027,,paid,2021-10-05 14:42:51 +0530,fulfilled,2021-10-05 16:09:55 +0530,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 14:42:50 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,fulfilled,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168148742371.1,0.00,kwiqreply,4320732053731,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168148742371.1,,,c29168148742371.1
#1028,,paid,2021-10-05 15:11:03 +0530,fulfilled,2021-10-05 15:57:32 +0530,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 15:11:02 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,fulfilled,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168151068899.2,0.00,kwiqreply,4320733004003,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168151068899.2,,,c29168151068899.1 + c29168151068899.2
#1029,gshubham533@gmail.com,paid,2021-10-05 17:59:56 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-05 17:59:55 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168154575075.2,0.00,kwiqreply,4320819544291,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,,,,Maharashtra,Maharashtra,c29168154575075.2,,,c29168154575075.1 + c29168154575075.2
#1030,,paid,2021-10-06 12:01:35 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:01:34 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Kharadi, Near samrat sports club chandan nagar pune",Kharadi,Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Kharadi, Near samrat sports club chandan nagar pune",Kharadi,Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168513941731.2,0.00,kwiqreply,4320888684771,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168513941731.2,,,c29168513941731.1 + c29168513941731.2
#1031,,paid,2021-10-06 12:07:36 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:07:35 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168514498787.2,0.00,kwiqreply,4320888914147,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168514498787.2,,,c29168514498787.1 + c29168514498787.2
#1032,,paid,2021-10-06 12:21:29 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:21:28 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports c, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports c",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports c, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports c",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168515252451.4,0.00,kwiqreply,4320889307363,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168515252451.4,,,c29168515252451.1 + c29168515252451.2 + c29168515252451.3 + c29168515252451.4
#1033,,paid,2021-10-06 12:23:20 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:23:19 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shu Gupta,Sr. No. 45/4B house No. 236,Sr. No. 45/4B house No. 236,"",,pune,'411014,MH,IN,,Shu Gupta,Sr. No. 45/4B house No. 236,Sr. No. 45/4B house No. 236,"",,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168516923619.2,0.00,kwiqreply,4320889340131,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168516923619.2,,,c29168516923619.1 + c29168516923619.2
#1034,,paid,2021-10-06 12:49:49 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:49:48 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat b chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat b chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat b chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat b chandan nagar pune, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168520036579.2,0.00,kwiqreply,4320890126563,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168520036579.2,,,c29168520036579.1 + c29168520036579.2
#1035,,paid,2021-10-06 12:54:13 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:54:12 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sports club chandan nagar pune",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168521445603.1,0.00,kwiqreply,4320890323171,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901122,,,Maharashtra,Maharashtra,c29168521445603.1,,,c29168521445603.1
#1036,,paid,2021-10-06 12:54:45 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-06 12:54:44 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sp, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sp",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,Shubham Gupta,"Sr. No. 45/4B house No. 236, Near samrat sp, Near samrat sports club chandan nagar pune","Sr. No. 45/4B house No. 236, Near samrat sp",Near samrat sports club chandan nagar pune,,pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29168520888547.2,0.00,kwiqreply,4320890355939,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,+918208901203,,,Maharashtra,Maharashtra,c29168520888547.2,,,c29168520888547.1 + c29168520888547.2
#1037,shubham.gupta@kwiqreply.io,paid,2021-10-11 17:44:00 +0530,unfulfilled,,no,INR,500.00,0.00,90.00,590.00,"",0.00,Standard,2021-10-11 17:43:59 +0530,1,T Shirt - M,500.00,,KR_T1,true,true,pending,Shubham Gupta,Viman Nagar,Viman Nagar,"",,Pune,'411014,MH,IN,,Shubham Gupta,Viman Nagar,Viman Nagar,"",,Pune,'411014,MH,IN,,,"",,(for testing) Bogus Gateway,c29170390794467.4,0.00,kwiqreply,4468181663971,"",Low,web,0.00,IGST 18%,90.00,,,,,,,,,,,,Maharashtra,Maharashtra,c29170390794467.4,,,c29170390794467.1 + c29170390794467.2 + c29170390794467.3 + c29170390794467.4
